,VEH1W
Rai14,14.30804051
Rala,16.55508135
Ralb,16.74236406
Ralbp1,11.40197855
Ralgapa2,13.88057129
Raly,17.24818008
Ran,18.04526053
Ranbp1,17.41160619
Ranbp2,17.08588166
Ranbp3,15.44845131
Ranbp9,13.42451288
Rangap1,16.78192743
Rap1a,15.59577786
Rap1b,18.05092554
Rars,18.56946502
Rars2,14.52605945
Rasa4,16.97184233
Rasip1,15.90410618
Rbbp4,17.29289267
Rbbp7,15.7406027
Rbbp9,16.42195552
Rbfox2,11.72250541
Rbl2,9.52158185
Rbm10,14.82161797
Rbm12,15.26432559
Rbm14,17.30292455
Rbm15,13.14183282
Rbm22,12.38452278
Rbm25,16.18383202
Rbm3,16.49025674
Rbm39,15.06494092
Rbm47,13.71107376
Rbm8a,15.06332756
Rbms1,15.37506402
Rbms2,12.64089365
Rbmx,12.56470417
Rbmxl1,17.97886116
Rbpms,15.89075318
Rbsn,9.665916655
Rbx1,15.01073014
Rcc1,14.85737479
Rcc2,16.82909676
Rcn1,16.35583315
Rcn2,16.66147575
Rcn3,16.84652614
Rdh13,14.38250119
Rdh14,13.85301829
Rdx,18.42440714
Reep5,17.42304932
Rela,16.93586429
Renbp,16.26078112
Rer1,16.69232356
Retnlg,14.84172813
Retsat,15.55215832
Rexo2,15.99741648
Rftn1,14.77155812
Rgcc,14.59565261
Rhd,13.83649758
Rheb,16.54028796
Rhoa,17.16763864
Rhob,14.70653201
Rhog,15.43803946
Rhoq,12.71719367
Rhot1,14.39383691
Rin3,14.83861005
Rint1,14.37393318
Rmdn1,16.33442933
Rmdn3,17.10152324
Rnf114,15.41262365
Rnf123,13.91703786
Rnf185,10.58388771
Rnf213,18.96340189
Rnf25,11.84545423
Rnf7,12.58069085
Rnh1,18.38589827
Rnmt,15.48115248
Rnpep,18.41701539
Robo4,11.15825335
Rock1,17.64177489
Rock2,19.06043034
Romo1,15.82748091
Rp2,17.01434362
Rpa1,15.04431166
Rpa2,13.64537825
Rpap1,14.37667422
Rpap3,15.35605066
Rpe,13.87947017
Rpia,16.399548
Rpl10,16.28350476
Rpl10a,17.17750965
Rpl11,17.84190643
Rpl12,17.72050962
Rpl13,18.00350761
Rpl13a,17.59323521
Rpl14,16.45757383
Rpl15,16.07541717
Rpl17,16.7525381
Rpl18,17.19324783
Rpl18a,17.04564476
Rpl19,15.60710601
Rpl21,17.48786913
Rpl22,16.17082173
Rpl23,16.87323534
Rpl23a,17.23659707
Rpl24,16.32583521
Rpl26,17.0359421
Rpl27,17.14586253
Rpl27a,16.14408651
Rpl28,16.92633879
Rpl29,15.71929548
Rpl3,18.41816628
Rpl30,17.07785713
Rpl31,16.57717673
Rpl32,16.81982203
Rpl34,17.19206095
Rpl35,14.59255441
Rpl35a,17.33970551
Rpl36,16.30416993
Rpl36a,15.96198518
Rpl37a,16.35231452
Rpl38,16.05903298
Rpl4,18.19890576
Rpl5,18.16932696
Rpl6,18.23724516
Rpl7,18.20197117
Rpl7a,17.5037268
Rpl8,16.93907511
Rpl9,15.76348965
Rplp0,17.02306274
Rplp2,17.7227193
Rpn1,18.91182518
Rpn2,17.44642933
Rprd1b,14.5196201
Rps10,17.81138986
Rps11,17.11587521
Rps12,17.0916433
Rps13,17.8792714
Rps14,17.38616479
Rps15,15.15321352
Rps15a,16.86491668
Rps16,18.11288007
Rps17,16.34655093
Rps18,17.48491459
Rps19,17.73112692
Rps2,18.0071382
Rps20,16.11351255
Rps21,16.70118752
Rps23,15.49287586
Rps24,15.99994038
Rps25,16.93992016
Rps27,16.32038316
Rps27a,19.64205821
Rps27l,14.39975035
Rps28,15.96710974
Rps29,12.8347937
Rps3,18.58794675
Rps3a,18.37752738
Rps4x,17.72453533
Rps5,16.37705831
Rps6,17.68780646
Rps6ka3,18.32917747
Rps6ka5,11.51234077
Rps7,17.39927619
Rps8,17.48438423
Rps9,17.70926687
Rpsa,17.36183341
Rraga,17.43383126
Rragc,16.54591831
Rras,18.55381462
Rras2,16.96335584
Rrbp1,20.42539358
Rrm1,15.45597762
Rsl1d1,15.39553573
Rsu1,18.15369495
RtcA,16.40782064
Rtcb,17.62248971
Rtn1,16.66121313
Rtn2,15.56814289
Rtn3,16.14311132
Rtn4,18.94665891
Rufy1,16.15302985
Rufy3,15.36543564
Ruvbl1,17.07928366
Ruvbl2,17.2409678
Rwdd1,14.42896965
S100a10,16.97058802
S100a11,15.95473246
S100a13,17.82610067
S100a16,14.38879044
S100a4,16.76634726
S100a6,17.17294563
Saa1,9.352125067
Saa2,10.56636725
Sacm1l,18.23289858
Sae1,17.51802926
Safb,16.61855111
Safb2,14.11706327
Samhd1,18.86756933
Samm50,15.43953967
Sap18,16.57858153
Sar1a,15.54477659
Sar1b,15.34995219
Saraf,15.31885447
Sardh,16.12150184
Sarnp,16.05253189
Sars,16.9594396
Sars2,11.88627146
Sart1,17.08194476
Sbds,17.20172516
Sbf1,14.48844251
Scamp1,16.49471125
Scamp2,14.71431667
Scamp3,16.36581313
Scarb1,14.10660523
Scarb2,16.33992344
Sccpdh,14.82997333
Scd1,17.81697003
Scfd1,17.08823064
Sco1,15.17142309
Scp2,19.32642057
Scpep1,17.83219312
Scrib,15.27918554
Scrn2,15.98734789
Scrn3,15.09661134
Scyl2,14.64797944
Sdc4,14.11160529
Sdcbp,11.99260735
Sdf2,13.72310163
Sdha,19.21140524
Sdhaf2,12.63413615
Sdhaf4,13.87109229
Sdhb,18.18774633
Sdhc,13.24124993
Sdhd,14.63114965
Sdpr,20.12174557
Sdr39u1,14.89222404
Sdsl,14.50643146
Sec13,15.31011015
Sec16a,15.59415263
Sec22b,17.35147382
Sec23a,17.65994057
Sec23b,16.9470964
Sec23ip,16.92811634
Sec31a,18.60883966
Sec61a1,16.87976551
Sec61b,14.94967137
Sec62,17.26554383
Sec63,16.97177643
Seh1l,14.84271919
Sel1l,16.25331674
Selenbp1,19.00753389
Selo,14.1161981
Selt,15.31622857
Sephs1,15.55870465
Sephs2,14.59183087
Sepp1,14.79832005
Sepsecs,15.2628726
Sept10,15.57179116
Sept11,17.52145907
Sept2,18.29685591
Sept4,16.19971193
Sept7,18.89356116
Sept8,17.27027527
Sept9,18.09683545
Serbp1,18.07784294
Serf2,15.63605799
Serhl,13.36269042
Serpina1a,21.55784961
Serpina1b,19.08350174
Serpina1d,18.83238367
Serpina1e,18.28805959
Serpina3k,19.72466398
Serpina3m,16.47399156
Serpina3n,18.20985013
Serpina6,16.65665163
Serpinb6,19.28365506
Serpinc1,18.17237376
Serpinf1,17.16135304
Serpinf2,17.97167447
Serping1,16.97502053
Serpinh1,19.20089387
Set,17.32755285
Setd3,15.98613316
Sf1,15.9917804
Sf3a1,17.2116929
Sf3a2,13.77024023
Sf3a3,16.97397597
Sf3b1,18.31711652
Sf3b3,17.60011489
Sfn,17.66902688
Sfpq,18.44232612
Sfr1,15.16792205
Sfxn1,17.42135442
Sfxn2,11.40967345
Sfxn3,17.81670564
Sfxn5,14.74262163
Sgcb,15.99111541
Sgcd,17.34698872
Sgce,15.78738966
Sgpl1,17.53047281
Sgta,17.42451799
Sh2b2,10.94773436
Sh3bgrl,17.32855598
Sh3bgrl3,16.50605406
Sh3glb1,17.45504803
Sh3glb2,16.92406249
Sh3kbp1,17.45908426
Sh3pxd2a,14.10828355
Shank3,15.03332567
Shmt1,13.89185072
Shmt2,16.75526373
Shoc2,14.9349251
Shpk,14.67625174
Sik2,14.96374408
Sipa1,14.65750447
Sipa1l1,13.81468337
Sirt2,15.8335582
Sirt5,14.61725315
Skiv2l2,16.44999947
Skp1,16.63590232
Skt,13.90599393
Slain2,14.51291001
Slc12a4,14.58839163
Slc12a7,12.24490471
Slc12a9,13.31118341
Slc16a1,17.46873237
Slc16a7,13.51595965
Slc1a5,17.80856212
Slc22a3,16.28487078
Slc25a1,17.35214101
Slc25a10,17.46645456
Slc25a11,17.29227429
Slc25a12,16.2656956
Slc25a19,13.14481564
Slc25a20,17.83818019
Slc25a22,16.08992475
Slc25a23,11.92077467
Slc25a24,17.32539926
Slc25a3,18.7366416
Slc25a35,14.34107646
Slc25a4,18.37783757
Slc25a46,14.52663492
Slc25a5,18.33520853
Slc25a51,14.40647403
Slc27a1,17.17532015
Slc27a4,15.20839702
Slc28a2,13.21675286
Slc29a1,15.28773484
Slc35f6,16.02657329
Slc38a10,15.96738714
Slc39a7,16.13369335
Slc3a2,18.12828856
Slc43a2,13.94585555
Slc4a1,18.32679675
Slc6a6,11.09222257
Slc9a3r1,17.59312766
Slc9a3r2,16.33089579
Slirp,11.56115036
Slk,17.33721053
Slmap,15.09512273
Sltm,16.13746729
Smap,14.69915333
Smap1,15.48320317
Smarca4,15.01872635
Smarca5,16.90626906
Smarcb1,14.15399192
Smarcc2,17.29175689
Smc1a,18.00787384
Smc3,17.94440116
Smek1,14.52403078
Smim1,13.56583113
Smpd4,13.8608897
Smyd5,13.23654134
Snap23,16.43532132
Snap29,16.30179129
Snapin,14.88402884
Snca,17.0074624
Sncg,20.94016775
Snd1,18.98851175
Snf8,16.54318593
Snrnp200,17.44045963
Snrnp70,16.76797201
Snrpa,16.86565083
Snrpa1,16.31425313
Snrpb,15.95189839
Snrpb2,15.3519264
Snrpd1,15.30113233
Snrpd2,15.70401729
Snrpf,14.19996747
Snrpg,14.92471078
Snta1,13.33441978
Sntb1,17.4442859
Sntb2,15.76463059
Snx1,18.49293936
Snx12,16.34793429
Snx18,14.46613755
Snx2,18.63182669
Snx27,16.20933035
Snx3,16.88185957
Snx5,18.24112976
Snx6,17.66368683
Snx9,16.90518853
Sod1,17.34355325
Sod2,17.25121922
Sod3,17.48095999
Son,16.89319724
Sorbs1,19.00112591
Sorbs2,16.1684706
Sorbs3,15.70418228
Sord,17.18638246
Sort1,14.47474938
Sowahc,13.14537603
Spag9,17.09972538
Sparc,15.6459347
Sparcl1,15.4876483
Spata5,15.66354039
Spats2,10.075351
Spcs1,15.54135601
Spcs2,16.68429517
Spg20,15.69745041
Spg7,12.66360877
Sppl2a,14.33253008
Spr,16.84652694
Spryd7,15.28944656
Spta1,19.15258646
Sptan1,21.94001729
Sptb,18.99313288
Sptbn1,21.69728228
Sqrdl,17.46394975
Sqstm1,15.42670096
Sra1,16.61392991
Srek1,12.8975626
Srfbp1,11.16508415
Sri,17.04861914
Srm,16.32812895
Srp14,11.72233004
Srp54,16.57443594
Srp68,17.17341391
Srpr,15.76686334
Srprb,16.44627804
Srrm1,15.37361668
Srrm2,17.23465001
Srrt,17.452232
Srsf1,18.14153377
Srsf10,14.51824242
Srsf2,16.23945644
Srsf3,17.04019007
Srsf4,15.92221908
Srsf5,13.65002324
Srsf6,16.48991379
Srsf7,16.94713049
Srsf9,14.374852
Ssb,17.47516716
Ssbp1,15.91387548
Ssfa2,13.52623297
Ssr1,15.48166262
Ssr3,16.71817969
Ssr4,16.15531806
Ssrp1,14.04792882
Ssu72,14.63096336
St13,19.13703735
Stag1,12.68241784
Stam,15.02800136
Stam2,15.80925012
Stat1,19.29829512
Stat3,17.82849334
Stat5b,17.42970543
Stat6,16.62495295
Stau1,15.24500248
Steap4,17.89412617
Stim1,17.89639857
Stim2,12.08205522
Stip1,19.03638899
Stk10,16.94863964
Stk24,15.66024613
Stk3,15.75942385
Stk38,15.71206765
Stk38l,12.48246137
Stmn1,17.2902029
Stom,16.56998945
Stoml2,17.38681145
Strap,17.89701701
Strip1,15.55452437
Strn3,15.1090787
Sts,16.166487
Stt3a,16.78030472
Stt3b,15.64730303
Stub1,16.16697651
Stx12,16.72061086
Stx17,13.21668246
Stx18,15.25288636
Stx3,11.36164968
Stx4,16.90942111
Stx5,15.36019223
Stx7,17.08237762
Stx8,13.49343793
Stxbp1,15.88392916
Stxbp3,17.53124299
Sub1,17.25625828
Sucla2,19.06739796
Suclg1,17.73533814
Suclg2,17.86412867
Sugt1,17.3796509
Sumo1,14.18763769
Sumo2,14.61860317
Sun1,15.21235331
Sun2,16.84876002
Suox,14.73666364
Supt16h,16.66046583
Supt5h,16.20744782
Supv3l1,13.34988788
Susd2,15.24402961
Svil,16.3415675
Swap70,17.43255495
Syap1,17.29170518
Sympk,13.38221483
Syn1,14.79617209
Syncrip,18.04601203
Syne1,14.26040785
Syne2,16.91976945
Synj1,15.62618651
Synj2bp,14.92349666
Synm,16.03542207
Synpo2,16.23394162
Sypl1,15.99762072
Tacc1,16.0289542
Taco1,12.70859322
Tagln,17.51121429
Tagln2,18.53748213
Taldo1,19.40477697
Tanc1,13.72205157
Taok1,9.817248551
Taok3,15.58503313
Tap1,17.36858533
Tap2,17.94027679
Tapbp,17.72949747
Tardbp,17.0254103
Tars,16.69112954
Tars2,10.48166966
Tax1bp3,15.14739017
Tbc1d1,14.57797854
Tbc1d10b,15.16355401
Tbc1d13,15.22482341
Tbc1d15,16.4973681
Tbc1d17,15.52500209
Tbc1d20,12.56174905
Tbc1d22a,13.90457921
Tbc1d4,16.25654535
Tbc1d8b,15.36556127
Tbc1d9b,17.25908952
Tbca,17.73336839
Tbcb,17.61886484
Tbcc,15.26533385
Tbcd,15.51978963
Tbl1x,15.79687443
Tbl2,16.7222555
Tbrg4,14.28402416
Tcea1,15.78277288
Tceb1,16.19368395
Tceb2,17.99228165
Tceb3,13.5212597
Tcerg1,16.31856448
Tcf25,13.32739441
Tcof1,17.44414376
Tcp1,18.17259469
Tdrd3,10.78903207
Tdrp,14.8559908
Tecpr1,13.89421519
Tecr,18.19590674
Tes,12.32091473
Tf,21.70190348
Tfam,15.1578361
Tfe3,13.75038108
Tfip11,14.10855541
Tfrc,16.82927995
Tgfb1i1,14.56110926
Tgfbi,17.63668952
Tgfbr3,14.27638727
Tgm2,19.23048334
Tgoln1,14.70006708
Tgtp1,17.53634432
Thbd,14.07428595
Thoc2,13.34763677
Thoc6,12.85754451
Thop1,17.04961899
Thrap3,18.13595989
Thrsp,15.81704226
Thtpa,13.63334497
Thumpd3,13.82418796
Thy1,15.46887756
Thyn1,13.72825121
Tial1,13.77262503
Timm10,13.93297176
Timm13,14.44821351
Timm17b,13.3706947
Timm22,12.744286
Timm23,11.71890501
Timm44,16.99674971
Timm50,17.15808641
Timmdc1,12.67819742
Tinagl1,16.57328032
Tiprl,15.61342221
Tjp1,18.06305293
Tjp2,16.51303183
Tkt,19.64053504
Tln1,21.44011748
Tln2,19.90466743
Tm9sf2,15.3607655
Tm9sf3,16.32507031
Tm9sf4,15.49671472
Tma7,15.7722437
Tmbim6,12.84765287
Tmcc3,12.03189734
Tmco1,14.65117912
Tmed10,17.13282516
Tmed2,16.45648183
Tmed4,15.43138264
Tmed5,15.10268362
Tmed9,16.63027198
Tmem109,17.29463057
Tmem120a,16.20435582
Tmem126b,12.27225119
Tmem135,11.91801156
Tmem143,10.93912566
Tmem160,12.77561224
Tmem165,15.03210174
Tmem201,12.30920303
Tmem205,16.9505146
Tmem214,15.02399829
Tmem245,15.91307733
Tmem256,10.02742505
Tmem261,13.70016669
Tmem30a,15.34430127
Tmem38b,13.7368814
Tmem41b,13.51674251
Tmem43,18.70948061
Tmem45b,15.72746405
Tmem65,14.84450298
Tmlhe,14.47296365
Tmod1,13.14680238
Tmod3,18.02371764
Tmpo,17.78303702
Tmsb4x,17.54508435
Tmtc3,16.2494074
Tmx1,15.84709582
Tmx2,14.94391271
Tmx3,16.17729087
Tnfaip8,14.84071667
Tnks1bp1,18.62839862
Tnpo1,16.07846144
Tnpo2,13.55221066
Tnrc6b,14.22671423
Tns2,14.85857653
Tns3,17.30540683
Toe1,14.88540254
Tollip,15.56151367
Tom1,15.39187161
Tom1l2,15.59975911
Tomm22,15.20020903
Tomm34,16.16576396
Tomm40,15.40954874
Tomm70a,17.2725671
Top1,15.74011505
Top2b,17.76170382
Top3b,14.3934551
Tor1aip1,17.09897582
Tor1aip2,15.02222425
Tp53rk,14.23474112
Tpd52,16.79405532
Tpd52l2,17.93179832
Tpi1,19.32086512
Tpm1,17.8303035
Tpm3,19.80217372
Tpm4,19.5412632
Tpmt,14.14387034
Tpp1,17.19316394
Tpp2,18.05489127
Tppp,16.61542016
Tppp3,18.41003893
Tpr,18.28320326
Tprg1l,14.48176431
Tpt1,18.204903
Tra2b,15.01639266
Trabd,12.86092861
Tram1,14.31688477
Trap1,18.06146351
Trappc11,14.37681985
Trappc12,15.99363179
Trappc13,14.81308187
Trappc2l,14.27302228
Trappc3,16.16049662
Trappc4,14.75353529
Trappc6b,15.52199762
Trim21,14.09266623
Trim25,15.34051863
Trim28,17.4434733
Trim3,14.58995291
Trim56,14.14318947
Trim66,10.04989315
Triobp,15.71955533
Trip10,16.49215402
Trmt1,10.02295292
Trmt10c,13.16275405
Trnt1,16.7152671
Tsc1,10.85294536
Tsfm,14.62768515
Tsn,17.39552756
Tst,15.20194971
Tsta3,16.30628115
Ttc1,16.25087227
Ttc38,16.21095806
Ttc7b,15.67777973
Ttll12,16.96231957
Ttn,15.8396345
Ttr,18.32031779
Tuba1b,11.39173528
Tuba1c,12.85457893
Tuba4a,14.57604856
Tubb2a,17.41467078
Tubb3,13.25933356
Tubb4b,19.94402653
Tubb5,16.50608958
Tubb6,16.89439657
Tubg2,14.13823297
Tufm,18.62816242
Tusc5,16.0242085
Twf1,17.80822975
Twf2,16.79415632
Txlna,15.40619782
Txlng,13.37836351
Txn,17.99817837
Txndc12,16.64071514
Txndc15,12.93289918
Txndc17,13.93709332
Txndc5,17.67761013
Txnl1,17.34689802
Txnrd1,17.55673773
Txnrd2,16.80284605
U2af1,15.51241033
U2af2,15.84313878
U2surp,14.83669442
Uaca,15.89211758
Uap1l1,17.81723363
Uba1,19.16477353
Uba2,17.07946374
Uba3,15.31007727
Uba5,15.49766233
Uba6,15.82234618
Ubap2,14.31732125
Ubap2l,17.47426257
Ube2d3,15.21896134
Ube2f,13.95770144
Ube2g1,14.67610313
Ube2h,15.18649323
Ube2i,16.13748829
Ube2j1,14.62409751
Ube2k,16.3514534
Ube2l3,16.77254115
Ube2m,17.23394791
Ube2n,17.18495585
Ube2o,13.29272414
Ube2r2,15.08548345
Ube2v1,16.24046649
Ube3a,16.2920408
Ube4a,14.7005604
Ube4b,15.6174029
Ubfd1,16.58651464
Ubl4a,15.60195662
Ubqln2,16.30733895
Ubqln4,13.21183681
Ubr1,14.62455662
Ubr4,17.68209422
Ubr5,14.71988472
Ubtf,15.87745567
Ubxn1,17.06235722
Ubxn4,15.45125018
Ubxn6,15.01871349
Uchl1,15.6520564
Uchl3,16.28422168
Uchl5,15.1733598
Uck1,15.49475366
Uevld,13.97766306
Ufc1,14.52904465
Ufd1l,14.77826224
Ufl1,16.73574628
Ufm1,13.90922509
Ugdh,17.4292091
Uggt1,19.04510186
Ugp2,18.05601578
Unc119b,14.08421993
Upf1,17.58570221
Uqcr10,14.60870045
Uqcrb,17.72338083
Uqcrc1,18.30831057
Uqcrc2,19.08867179
Uqcrfs1,17.51996252
Uqcrh,14.90263616
Uqcrq,16.95727875
Urod,14.6584458
Use1,14.81262181
Usmg5,16.14255262
Uso1,18.39920031
Usp10,14.26937362
Usp14,17.71078749
Usp15,16.07744241
Usp19,15.48896018
Usp24,16.68564309
Usp39,14.29937042
Usp4,16.32577756
Usp47,16.03810548
Usp5,18.13503436
Usp7,16.66703802
Usp8,16.63857317
Usp9x,18.21696635
Uvrag,14.77417937
Vac14,17.61353827
Vamp3,16.61698818
Vamp8,15.50208608
Vapa,17.91995385
Vapb,18.42342922
Vars,18.75152687
Vasp,16.48335262
Vat1,18.64954245
Vat1l,10.645103
Vbp1,15.22445434
Vcl,21.33097492
Vcp,20.04125581
Vcpip1,14.41043501
Vdac1,18.82790287
Vdac2,17.877121
Vdac3,17.23663948
Vim,22.39867624
Vimp,13.12920233
Vipas39,13.74067995
Vma21,14.22779583
Vmp1,13.0698013
Vps11,15.83798767
Vps13a,14.09003257
Vps13c,19.00234234
Vps16,16.24674299
Vps18,16.40729717
Vps25,15.66507857
Vps26a,18.09270303
Vps26b,16.35255926
Vps28,14.14355024
Vps29,17.38975088
Vps35,18.64641935
Vps36,16.3499246
Vps37a,11.52687653
Vps45,16.04192409
Vps4a,16.10076372
Vps4b,16.68840012
Vps52,14.14040148
Vps53,15.53802358
Vrk1,13.64594081
Vta1,16.0555557
Vti1b,15.87609774
Vtn,16.63718267
Vwa5a,18.59804848
Vwa8,17.77131685
Vwf,16.05763479
Wars,18.31828148
Wasf2,16.43559294
Wash1,13.95815543
Wasl,13.55114132
Wdr1,18.9724694
Wdr13,14.5740758
Wdr26,15.41974461
Wdr33,14.46383809
Wdr37,14.70992085
Wdr48,13.61202228
Wdr5,15.8032607
Wdr59,14.337487
Wdr77,13.59275557
Wdr82,14.79342888
Wdr91,14.40724204
Wfs1,15.16484037
Wibg,15.03735203
Wipf2,11.79751813
Wipi2,14.23313448
Wnk1,17.78057994
Wwtr1,10.76371734
Xab2,14.13274767
Xdh,19.17747414
Xpnpep1,16.99868877
Xpnpep3,15.00023675
Xpo1,16.82267239
Xpo7,13.98576843
Xrn1,14.7978629
Yaf2,11.46236796
Yap1,14.85136032
Yars,18.08202483
Yars2,11.7096243
Ybx1,16.5058012
Ybx3,15.23722518
Yes1,16.41614245
Yif1b,14.44454509
Yipf5,14.28928093
Ykt6,17.10510028
Ylpm1,10.75164883
Yme1l1,14.76211113
Ythdc1,13.55805178
Ythdf2,14.0917421
Ythdf3,15.90275591
Ywhab,18.9333487
Ywhae,19.94549302
Ywhag,19.63822919
Ywhah,18.20005353
Ywhaq,18.70265542
Ywhaz,19.04685834
Zadh2,16.56261369
Zak,14.4027652
Zbtb8os,15.69862172
Zc2hc1a,14.81365026
Zc3h11a,13.83179281
Zc3h15,14.0328082
Zc3h18,14.86016861
Zc3h4,14.70189174
Zc3hav1,16.71003942
Zdhhc5,11.84389592
Zfand2b,10.75503801
Zfand6,13.8899265
Zfp219,10.61508478
Zfr,14.40483812
Zmpste24,16.67901184
Znf207,14.93693413
Znf22,10.62393563
Znf326,12.55245617
Znf330,13.49976915
Znf512,12.80362507
Znf598,12.5502078
Znf787,11.40127231
Znfx1,14.37620301
Znrf2,15.16804644
Zranb2,16.1212494
Zscan21,12.52671887
Zyx,17.21430855
